threshold,tp,fp,tn,fn,n_alerts,alerts_per_day,precision,recall,specificity,f1,accuracy,kappa,split
1e-4,1695,445453,26,0,447148,2456.8571428571427,0.003790691225276642,1,5.836414286644264e-5,0.007552752298687961,0.003848613738723629,4.4248079057459087e-7,validation
2e-4,1695,445044,435,0,446739,2454.6098901098903,0.0037941616917260414,1,9.76477005650098e-4,0.00755964088360829,0.00476324652148828,7.409795842739751e-6,validation
3e-4,1695,443612,1867,0,445307,2446.7417582417584,0.0038063628013931964,1,0.004190994412755708,0.00758385868519604,0.0079655793941508235,3.1904381514221295e-5,validation
4e-4,1695,441418,4061,0,443113,2434.686813186813,0.0038252093709730925,1,0.009116030160793213,0.007621265804571859,0.012871946937881004,6.973901614429635e-5,validation
5e-4,1695,438840,6639,0,440535,2420.521978021978,0.003847594402260887,1,0.014903059403473565,0.007665694321959161,0.01863704061506259,1.1467528028774684e-4,validation
6e-4,1695,436049,9430,0,437744,2405.186813186813,0.0038721261742022733,1,0.02116822566271362,0.007714381290691085,0.02487845894439301,1.6391864553766305e-4,validation
7e-4,1695,433219,12260,0,434914,2389.6373626373625,0.003897322229222329,1,0.027520938136253337,0.007764384151494817,0.031207091646652085,2.144929218608597e-4,validation
8e-4,1695,430395,15084,0,432090,2374.120879120879,0.00392279386238978,1,0.03386018196143926,0.007814931360005533,0.03752230675307598,2.6561774687610176e-4,validation
9e-4,1695,427558,17921,0,429253,2358.532967032967,0.003948720218612333,1,0.0402286078580584,0.007866378310144147,0.043866593317142766,3.176525748380229e-4,validation
0.001,1695,424675,20804,0,426370,2342.6923076923076,0.003975420409503483,1,0.04670029339205664,0.007919358041418943,0.05031374811594592,3.712376774614557e-4,validation
0.0011,1695,421981,23498,0,423676,2327.8901098901097,0.004000698647079372,1,0.05274771650291035,0.007969513671594914,0.056338248645940954,4.219663894951694e-4,validation
0.0012,1695,419451,26028,0,421146,2313.989010989011,0.004024732515564674,1,0.058426996558760345,0.008017197953840807,0.06199600155644112,4.70195497776328e-4,validation
0.0013,1695,416975,28504,0,418670,2300.3846153846152,0.004048534645424797,1,0.06398505877942619,0.00806442020624933,0.06753299610442468,5.179572798958382e-4,validation
0.0014,1695,414488,30991,0,416183,2286.71978021978,0.004072727622223877,1,0.06956781352207399,0.008112415585410095,0.07309458957810606,5.665010043404456e-4,validation
0.0015,1695,412039,33440,0,413734,2273.263736263736,0.00409683516462268,1,0.07506526682514776,0.008160239174443768,0.07857120494483132,6.148709582610767e-4,validation
0.0016,1695,409749,35730,0,411444,2260.6813186813188,0.004119637180272406,1,0.08020580094684598,0.008205470797963882,0.08369225402192434,6.606193182661262e-4,validation
0.0017,1695,407532,37947,0,409227,2248.5,0.0041419554428226875,1,0.08518246651357303,0.00824974082672624,0.08865005568302271,7.053950827275733e-4,validation
0.0018,1695,405287,40192,0,406982,2236.164835164835,0.004164803357396642,1,0.0902219857726178,0.008295059423456666,0.0936704727913519,7.512313781928623e-4,validation
0.0019,1695,403072,42407,0,404767,2223.9945054945056,0.0041875943444006055,1,0.09519416178989358,0.008340263050420458,0.09862380192050521,7.969513747231144e-4,validation
0.002,1695,400936,44543,0,402631,2212.2582417582416,0.00420980997489016,1,0.0999890006038444,0.008384323540905111,0.10340046603782868,8.415151613173813e-4,validation
0.0021,1695,398841,46638,0,400536,2200.747252747253,0.0042318293486727785,1,0.1046918036540443,0.008427992869768865,0.10808544325027841,8.856833033132823e-4,validation
0.0022,1695,396749,48730,0,398444,2189.252747252747,0.004254048247683489,1,0.1093878723800673,0.008472055960553709,0.11276371166481057,9.302496900446857e-4,validation
0.0023,1695,394696,50783,0,396391,2177.9725274725274,0.00427608094028371,1,0.11399639489179063,0.008515747853478898,0.11735476570641405,9.744406242215982e-4,validation
0.0024,1695,392673,52806,0,394368,2166.8571428571427,0.004298016066212269,1,0.118537574161745,0.008559244362639279,0.12187873176884166,0.0010184339283444016,validation
0.0025,1695,390730,54749,0,392425,2156.1813186813188,0.004319296680894438,1,0.12289917145364877,0.008601441185425758,0.12622379655346688,0.0010611126877695652,validation
0.0026,1695,388851,56628,0,390546,2145.8571428571427,0.004340077737321596,1,0.12711710316311206,0.008642645720360696,0.13042574031585022,0.0011027878129905148,validation
0.0027,1695,387078,58401,0,388773,2136.1153846153848,0.0043598706700310975,1,0.13109708875165832,0.008681889424997693,0.13439063988514538,0.0011424797013942915,validation
0.0028,1695,385205,60274,0,386900,2125.8241758241757,0.004380976996639959,1,0.13530155181276782,0.00872373550869157,0.13857916605169351,0.0011848036762857877,validation
0.0029,1695,383485,61994,0,385180,2116.3736263736264,0.004400540007269329,1,0.13916256434085558,0.008762520193861067,0.14242554352444461,0.0012240312787488042,validation
0.003,1695,381717,63762,0,383412,2106.6593406593406,0.004420831898845107,1,0.14313132605577367,0.008802748327088317,0.14637926176387714,0.0012647188010261202,validation
0.0031,1695,380029,65450,0,381724,2097.3846153846152,0.004440381008267754,1,0.14692050579264118,0.008841502377294813,0.1501540787255073,0.0013039153950254747,validation
0.0032,1695,378390,67089,0,380085,2088.379120879121,0.00445952878961285,1,0.1505996915679527,0.00887945937450888,0.15381931865448348,0.001342305823004282,validation
0.0033,1695,376724,68755,0,378419,2079.2252747252746,0.004479161987109527,1,0.15433948626085628,0.008918377118443413,0.15754493776471798,0.0013816679569086331,validation
0.0034,1695,375166,70313,0,376861,2070.664835164835,0.004497679515789641,1,0.1578368452833916,0.008955081942962203,0.16102904014991928,0.0014187918920161248,validation
0.0035,1695,373479,72000,0,375174,2061.3956043956046,0.004517903692686593,1,0.16162378024553345,0.008995168082277927,0.1648016208455769,0.001459335739254712,validation
0.0036,1695,371926,73553,0,373621,2052.8626373626375,0.004536682895233405,1,0.1651099153944406,0.009032388707116137,0.16827454190091554,0.0014969813421429848,validation
0.0037,1695,370368,75111,0,372063,2044.3021978021977,0.004555680086436974,1,0.16860727441697587,0.00907003997238855,0.1717586442861168,0.0015350624915467816,validation
0.0038,1695,368768,76711,0,370463,2035.510989010989,0.004575355703538545,1,0.17219891397798773,0.00910903433487927,0.17533666984216434,0.0015745020614650587,validation
0.0039,1695,367253,78226,0,368948,2027.1868131868132,0.004594143348114098,1,0.17559974768732084,0.009146267432542906,0.17872461279054686,0.0016121602468350496,validation
0.004,1695,365728,79751,0,367423,2018.8076923076924,0.004613211475601691,1,0.17902302914391027,0.009184054963453422,0.18213491839865467,0.0016503791844273553,validation
0.0041,1695,364251,81228,0,365946,2010.6923076923076,0.0046318309258743095,1,0.18233856141366933,0.009220951961288321,0.18543788324008104,0.001687697411402677,validation
0.0042,1695,362780,82699,0,364475,2002.60989010989,0.004650524727347555,1,0.1856406250350746,0.009257994920392167,0.18872743048567225,0.0017251632554120115,validation
0.0043,1695,361410,84069,0,363105,1995.0824175824175,0.004668071219068865,1,0.188715966409191,0.009292763157894738,0.19179111486803793,0.0017603283998009942,validation
0.0044,1695,359975,85504,0,361670,1987.1978021978023,0.004686592750297232,1,0.19193721814047351,0.009329462111100409,0.19500015653861807,0.001797446290406048,validation
0.0045,1694,358555,86924,1,360249,1979.39010989011,0.004702303129224508,0.9994100294985251,0.19512479825087153,0.009360564065159251,0.19817341795363774,0.0018289243468099644,validation
0.0046,1694,357145,88334,1,358839,1971.642857142857,0.0047207800712854514,0.9994100294985251,0.19828993061401323,0.009397171972684961,0.20132655297490462,0.0018659502148366948,validation
0.0047,1694,355833,89646,1,357527,1964.434065934066,0.004738103695664943,0.9994100294985251,0.20123507505404295,0.009431493616760668,0.2042605339308636,0.0019006637072332586,validation
0.0048,1694,354504,90975,1,356198,1957.131868131868,0.004755781896585607,0.9994100294985251,0.20421838066440842,0.009466516528683154,0.2072325314083556,0.0019360864644258435,validation
0.0049,1694,353181,92298,1,354875,1949.8626373626373,0.0047735117999295525,0.9994100294985251,0.2071882176264201,0.009501640631573044,0.2101911112900124,0.001971611558327169,validation
0.005,1694,351885,93594,1,353579,1942.7417582417581,0.004791008515777238,0.9994100294985251,0.2100974456708397,0.009536301558796874,0.2130893119904109,0.0020066681794120153,validation
0.0051,1694,350595,94884,1,352289,1935.6538461538462,0.004808552069465694,0.9994100294985251,0.2129932050669055,0.009571054058940518,0.21597409509497423,0.0020418174095016457,validation
0.0052,1694,349340,96139,1,351034,1928.7582417582419,0.004825743375285585,0.9994100294985251,0.21581039734757418,0.009605107603854517,0.218780608890499,0.0020762596961247377,validation
0.0053,1694,348077,97402,1,349771,1921.8186813186812,0.004843168816168293,0.9994100294985251,0.21864554782604792,0.009639623747389504,0.22160501281380401,0.0021111698530625325,validation
0.0054,1694,346792,98687,1,348486,1914.7582417582419,0.004861027415735496,0.9994100294985251,0.22153008334848556,0.009674996644592369,0.2244786145885047,0.0021469465342445547,validation
0.0055,1693,345578,99901,2,347271,1908.0824175824175,0.004875155138206185,0.9988200589970502,0.2242552398654033,0.009702951003822721,0.22719120521318323,0.002175241841932526,validation
0.0056,1693,344391,101088,2,346084,1901.5604395604396,0.004891875960749414,0.9988200589970502,0.226919787464729,0.009736068020208235,0.229845652922576,0.0022087369491960896,validation
0.0057,1693,343215,102264,2,344908,1895.098901098901,0.0049085553248982335,0.9988200589970502,0.2295596425420727,0.0097691018254314,0.23247550170627093,0.0022421478868395665,validation
0.0058,1693,341978,103501,2,343671,1888.3021978021977,0.004926223044714276,0.9988200589970502,0.23233642887767997,0.009804091890921516,0.23524176271429018,0.0022775374093076273,validation
0.0059,1693,340822,104657,2,342515,1881.9505494505495,0.004942849218282411,0.9988200589970502,0.23493138846051104,0.009837018099416056,0.23782688617853454,0.0023108395045273455,validation
0.006,1693,339645,105834,2,341338,1875.4835164835165,0.004959893126461162,0.9988200589970502,0.23757348831258038,0.009870770450656352,0.240458971228202,0.002344977165062794,validation
0.0061,1693,338546,106933,2,340239,1869.4450549450548,0.004975913989871825,0.9988200589970502,0.2400404957360504,0.009902495803283675,0.24291662753201215,0.0023770646791884302,validation
0.0062,1693,337490,107989,2,339183,1863.642857142857,0.004991405819277499,0.9988200589970502,0.24241097784631824,0.009933172572005234,0.2452781243990035,0.002408091631871022,validation
0.0063,1693,336315,109164,2,338008,1857.1868131868132,0.005008757189178955,0.9988200589970502,0.24504858814893632,0.009967530460431612,0.24790573691672593,0.0024428417166357332,validation
0.0064,1693,335186,110293,2,336879,1850.9835164835165,0.005025543295960865,0.9988200589970502,0.2475829388141753,0.010000767926657097,0.25043048119971195,0.0024764585808571718,validation
0.0065,1693,334139,111340,2,335832,1845.2307692307693,0.005041211081731342,0.9988200589970502,0.24993321795191242,0.010031790049388641,0.2527718516729506,0.002507834806241039,validation
0.0066,1693,333056,112423,2,334749,1839.2802197802198,0.0050575207095465554,0.9988200589970502,0.25236430897977236,0.010064081986898265,0.25519372772120025,0.002540495332822564,validation
0.0067,1693,332045,113434,2,333738,1833.7252747252746,0.005072841570333615,0.9988200589970502,0.2546337762273867,0.010094415278162853,0.25745459261942777,0.0025711748492844373,validation
0.0068,1693,330974,114505,2,332667,1827.8406593406594,0.005089173257341426,0.9988200589970502,0.257037929958539,0.01012674885303952,0.2598496334760071,0.002603877472825855,validation
0.0069,1693,329924,115555,2,331617,1822.0714285714287,0.005105287123398378,0.9988200589970502,0.25939494342045305,0.010158650153609831,0.2621977127471633,0.002636142880247247,validation
0.007,1693,328926,116553,2,330619,1816.5879120879122,0.005120697842531736,0.9988200589970502,0.2616352285966342,0.010189158446529486,0.26442950618774796,0.002666999373502381,validation
0.0071,1693,327848,117631,2,329541,1810.6648351648353,0.005137448754479716,0.9988200589970502,0.26405509575086594,0.010222318830078856,0.26684020090613497,0.0027005382183309637,validation
0.0072,1693,326820,118659,2,328513,1805.0164835164835,0.005153525126859515,0.9988200589970502,0.266362724168816,0.010254142843298768,0.2691390823258955,0.0027327254327640885,validation
